post_presvote12_2012,cmatch_romn_baseline,vote_generic_baseline,obamaapp_baseline,healthreformbill_baseline,teapartsup_baseline,post_house12_2012,fav_biden_baseline,healthqualch3_baseline,post_ideo5_2012,govt_reg_baseline,fav_hrc_baseline,post_pid3_2012,healthtaxch3_baseline,fav_bach_baseline,fav_sant_baseline,envwarm_baseline,fav_ging_baseline,fav_perr_baseline,taxwealth_baseline,saysobama_baseline,envser2_baseline,likenewt_baseline,track_baseline,econtrend_baseline,presvote16post_2016
Mitt Romney,Mitt Romney,The Republican Party candidate,Strongly Disapprove,Repealed,Strongly support,$HouseCand2Name ($HouseCand2Party),Very unfavorable,Worse care,Conservative,Too much,Somewhat unfavorable,Republican,Pay more,Somewhat favorable,Very favorable,Probably is not happening,Somewhat favorable,Somewhat favorable,Oppose,Says what he thinks people want to hear,Not very serious,Like somewhat,Off on the wrong track,Getting worse,Donald Trump
Barack Obama,Barack Obama,Other,Strongly Approve,Not sure,"Neither support, nor oppose",$HouseCand1Name ($HouseCand1Party),Very favorable,About the same,Moderate,Too little,Very favorable,Independent,Pay more,Somewhat unfavorable,Somewhat favorable,Definitely is happening,Don't know,Don't know,Oppose,Says what he believes,Somewhat serious,Dislike,Off on the wrong track,About the same,Hillary Clinton
Mitt Romney,Mitt Romney,The Republican Party candidate,Strongly Disapprove,Repealed,Somewhat support,I did not vote in this race,Very unfavorable,Worse care,Conservative,Too much,Somewhat unfavorable,Republican,Pay more,Very favorable,Somewhat favorable,Probably is not happening,Somewhat favorable,Somewhat favorable,Oppose,Says what he believes,Not very serious,Like a lot,Off on the wrong track,Getting worse,Donald Trump
Mitt Romney,Mitt Romney,The Republican Party candidate,Strongly Disapprove,Repealed,Somewhat support,$HouseCand2Name ($HouseCand2Party),Very unfavorable,Worse care,Conservative,Too much,Very unfavorable,Republican,Pay more,Somewhat unfavorable,Somewhat favorable,Probably is not happening,Somewhat favorable,Somewhat favorable,Oppose,Says what he thinks people want to hear,Not very serious,Like somewhat,Off on the wrong track,Getting worse,Donald Trump
Barack Obama,Barack Obama,The Democratic Party candidate,Somewhat Approve,Expanded,Strongly oppose,$HouseCand1Name ($HouseCand1Party),Very favorable,About the same,Very liberal,Not sure,Very favorable,Democrat,About the same,Very unfavorable,Very unfavorable,Definitely is happening,Very unfavorable,Very unfavorable,Favor,Says what he believes,Very serious,Dislike,Off on the wrong track,About the same,Hillary Clinton
Barack Obama,Barack Obama,The Democratic Party candidate,Somewhat Approve,Expanded,Strongly oppose,$HouseCand1Name ($HouseCand1Party),Somewhat favorable,Better care,Moderate,About the right amount,Somewhat favorable,Independent,Pay less,Very unfavorable,Very unfavorable,Definitely is happening,Very unfavorable,Very unfavorable,Favor,Says what he believes,Somewhat serious,Dislike,Off on the wrong track,Getting worse,Hillary Clinton
Barack Obama,Barack Obama,The Democratic Party candidate,Somewhat Approve,Not sure,Somewhat oppose,I did not vote in this race,Somewhat favorable,Better care,Liberal,Too little,Very favorable,Democrat,Pay more,Very unfavorable,Very unfavorable,Definitely is happening,Very unfavorable,Very unfavorable,Favor,Says what he believes,Somewhat serious,Dislike,Off on the wrong track,About the same,Hillary Clinton
Barack Obama,Barack Obama,The Democratic Party candidate,Strongly Approve,Expanded,Strongly oppose,$HouseCand1Name ($HouseCand1Party),Somewhat favorable,About the same,Liberal,Too little,Somewhat favorable,Democrat,About the same,Very unfavorable,Very unfavorable,Definitely is happening,Very unfavorable,Very unfavorable,Favor,Says what he believes,Very serious,Dislike,Generally headed in the right direction,Getting better,Hillary Clinton
Mitt Romney,Mitt Romney,The Republican Party candidate,Strongly Disapprove,Repealed,Strongly support,$HouseCand2Name ($HouseCand2Party),Somewhat unfavorable,Worse care,Conservative,Too much,Somewhat unfavorable,Republican,Pay more,Somewhat favorable,Very favorable,Probably is happening,Somewhat favorable,Somewhat favorable,Oppose,Says what he believes,Not very serious,Like somewhat,Off on the wrong track,About the same,Donald Trump
Barack Obama,Barack Obama,The Democratic Party candidate,Strongly Approve,Kept the same,Strongly oppose,$HouseCand1Name ($HouseCand1Party),Very favorable,Worse care,Liberal,About the right amount,Very favorable,Democrat,About the same,Very unfavorable,Very unfavorable,Definitely is happening,Very unfavorable,Very unfavorable,Favor,Says what he believes,Very serious,Dislike,Generally headed in the right direction,About the same,Hillary Clinton
Mitt Romney,Mitt Romney,The Republican Party candidate,Strongly Disapprove,Repealed,Strongly support,$HouseCand2Name ($HouseCand2Party),Somewhat favorable,Worse care,Conservative,Too much,Somewhat unfavorable,Democrat,Pay more,Somewhat favorable,Somewhat favorable,Probably is happening,Very favorable,Somewhat favorable,Oppose,Says what he believes,Not very serious,Like somewhat,Off on the wrong track,About the same,Donald Trump
Barack Obama,Barack Obama,The Democratic Party candidate,Somewhat Approve,Kept the same,Strongly oppose,$HouseCand2Name ($HouseCand2Party),Somewhat favorable,About the same,Liberal,Too much,Very favorable,Democrat,Not sure,Very unfavorable,Very unfavorable,Definitely is happening,Very unfavorable,Very unfavorable,Favor,Says what he believes,Very serious,Dislike,Generally headed in the right direction,About the same,Hillary Clinton
Other candidate,Not sure,Not sure,Somewhat Disapprove,Not sure,Strongly oppose,$HouseCand1Name ($HouseCand1Party),Somewhat favorable,Not sure,Liberal,Too little,Somewhat favorable,Independent,Not sure,Very unfavorable,Very unfavorable,Not sure,Very unfavorable,Very unfavorable,Favor,Says what he thinks people want to hear,Very serious,Dislike,Off on the wrong track,About the same,Hillary Clinton
Mitt Romney,Mitt Romney,The Republican Party candidate,Strongly Disapprove,Repealed,Strongly support,$HouseCand2Name ($HouseCand2Party),Somewhat unfavorable,Worse care,Conservative,Too much,Very unfavorable,Republican,Pay more,Somewhat favorable,Somewhat favorable,Probably is happening,Very favorable,Somewhat favorable,Oppose,Says what he thinks people want to hear,Not very serious,Like somewhat,Off on the wrong track,About the same,Donald Trump
Barack Obama,Barack Obama,The Democratic Party candidate,Strongly Approve,Expanded,Strongly oppose,$HouseCand1Name ($HouseCand1Party),Very favorable,Better care,Liberal,Too little,Very favorable,Democrat,About the same,Somewhat unfavorable,Don't know,Definitely is happening,Very unfavorable,Somewhat unfavorable,Favor,Says what he believes,Very serious,Dislike,Generally headed in the right direction,Getting better,Hillary Clinton
Barack Obama,Barack Obama,The Democratic Party candidate,Somewhat Approve,Expanded,Somewhat oppose,$HouseCand1Name ($HouseCand1Party),Somewhat favorable,About the same,Moderate,About the right amount,Very favorable,Democrat,About the same,Very unfavorable,Somewhat favorable,Probably is happening,Somewhat unfavorable,Very unfavorable,Favor,Says what he believes,Very serious,Like somewhat,Generally headed in the right direction,Getting better,Hillary Clinton
Barack Obama,Barack Obama,The Democratic Party candidate,Somewhat Approve,Expanded,Strongly oppose,$HouseCand1Name ($HouseCand1Party),Somewhat favorable,Better care,Liberal,Too little,Somewhat favorable,Democrat,Pay more,Very unfavorable,Very unfavorable,Definitely is happening,Somewhat unfavorable,Very unfavorable,Not sure,Not sure,Somewhat serious,Dislike,Generally headed in the right direction,Getting better,Hillary Clinton
Barack Obama,Barack Obama,The Democratic Party candidate,Somewhat Disapprove,Expanded,Strongly oppose,$HouseCand1Name ($HouseCand1Party),Somewhat favorable,About the same,Moderate,Too little,Very favorable,Democrat,About the same,Very unfavorable,Somewhat unfavorable,Definitely is happening,Very unfavorable,Very unfavorable,Favor,Says what he believes,Somewhat serious,Dislike,Generally headed in the right direction,Getting better,Hillary Clinton
Barack Obama,Barack Obama,The Democratic Party candidate,Somewhat Approve,Expanded,Strongly oppose,$HouseCand1Name ($HouseCand1Party),Don't know,Better care,Liberal,About the right amount,Very favorable,Democrat,Pay less,Very unfavorable,Very unfavorable,Definitely is happening,Very unfavorable,Very unfavorable,Favor,Says what he believes,Somewhat serious,Dislike,Generally headed in the right direction,About the same,Hillary Clinton
Mitt Romney,Mitt Romney,The Republican Party candidate,Strongly Disapprove,Repealed,Strongly support,$HouseCand2Name ($HouseCand2Party),Very unfavorable,Worse care,Conservative,Too much,Very unfavorable,Republican,Pay more,Very favorable,Somewhat unfavorable,Probably is not happening,Very favorable,Very unfavorable,Oppose,Says what he thinks people want to hear,Not very serious,Like a lot,Off on the wrong track,Getting worse,Donald Trump
Mitt Romney,Mitt Romney,The Republican Party candidate,Strongly Disapprove,Repealed,Somewhat support,$HouseCand2Name ($HouseCand2Party),Very unfavorable,Worse care,Conservative,Too much,Very unfavorable,Republican,Pay more,Somewhat favorable,Somewhat favorable,Probably is happening,Somewhat favorable,Somewhat unfavorable,Oppose,Says what he thinks people want to hear,Somewhat serious,Like a lot,Off on the wrong track,About the same,Donald Trump
Barack Obama,Barack Obama,The Democratic Party candidate,Somewhat Approve,Expanded,Somewhat oppose,$HouseCand1Name ($HouseCand1Party),Somewhat favorable,About the same,Liberal,Too little,Very favorable,Democrat,Pay more,Very unfavorable,Very unfavorable,Definitely is happening,Very unfavorable,Very unfavorable,Favor,Says what he thinks people want to hear,Somewhat serious,Dislike,Generally headed in the right direction,About the same,Hillary Clinton
Mitt Romney,Mitt Romney,The Republican Party candidate,Strongly Disapprove,Repealed,Strongly support,$HouseCand2Name ($HouseCand2Party),Somewhat unfavorable,Worse care,Conservative,Too much,Somewhat unfavorable,Independent,Pay more,Somewhat favorable,Somewhat favorable,Probably is not happening,Somewhat unfavorable,Somewhat unfavorable,Oppose,Says what he thinks people want to hear,Not very serious,Like a lot,Off on the wrong track,Getting worse,Donald Trump
Barack Obama,Barack Obama,The Democratic Party candidate,Strongly Approve,Expanded,Strongly oppose,$HouseCand1Name ($HouseCand1Party),Somewhat favorable,Better care,Moderate,Too little,Very favorable,Independent,Pay less,Very unfavorable,Very unfavorable,Definitely is happening,Very unfavorable,Very unfavorable,Not sure,Says what he believes,Very serious,Dislike,Generally headed in the right direction,Getting better,Hillary Clinton
Mitt Romney,Mitt Romney,The Republican Party candidate,Strongly Disapprove,Repealed,Somewhat support,I did not vote in this race,Very unfavorable,Worse care,Moderate,Too much,Very unfavorable,Republican,Pay more,Somewhat unfavorable,Somewhat favorable,Probably is happening,Somewhat unfavorable,Somewhat favorable,Not sure,Says what he thinks people want to hear,Somewhat serious,Like somewhat,Off on the wrong track,Getting worse,Donald Trump
Mitt Romney,Mitt Romney,The Republican Party candidate,Strongly Disapprove,Repealed,Somewhat support,$HouseCand2Name ($HouseCand2Party),Very unfavorable,Worse care,Conservative,Too much,Very unfavorable,Republican,Pay more,Somewhat unfavorable,Somewhat favorable,Probably is not happening,Somewhat favorable,Somewhat favorable,Oppose,Says what he thinks people want to hear,Not very serious,Like somewhat,Off on the wrong track,About the same,Donald Trump
Mitt Romney,Not sure,The Republican Party candidate,Strongly Disapprove,Repealed,Somewhat support,$HouseCand2Name ($HouseCand2Party),Very unfavorable,Worse care,Moderate,Too much,Very unfavorable,Independent,Pay more,Somewhat unfavorable,Very favorable,Probably is not happening,Somewhat favorable,Somewhat unfavorable,Oppose,Says what he thinks people want to hear,Not very serious,Like somewhat,Off on the wrong track,Getting worse,Donald Trump
Barack Obama,Barack Obama,The Democratic Party candidate,Strongly Approve,Kept the same,Strongly oppose,$HouseCand1Name ($HouseCand1Party),Very favorable,About the same,Very liberal,Not sure,Very favorable,Democrat,About the same,Very unfavorable,Somewhat unfavorable,Probably is happening,Somewhat favorable,Very unfavorable,Favor,Says what he believes,Somewhat serious,Like somewhat,Generally headed in the right direction,Getting better,Hillary Clinton
Barack Obama,Barack Obama,The Democratic Party candidate,Somewhat Approve,Expanded,Strongly oppose,$HouseCand1Name ($HouseCand1Party),Very favorable,About the same,Moderate,Too little,Somewhat favorable,Independent,Pay more,Very unfavorable,Very unfavorable,Definitely is happening,Very unfavorable,Very unfavorable,Favor,Says what he believes,Very serious,Dislike,Off on the wrong track,Getting better,Hillary Clinton
Mitt Romney,Mitt Romney,The Republican Party candidate,Somewhat Disapprove,Repealed,"Neither support, nor oppose",$HouseCand2Name ($HouseCand2Party),Somewhat unfavorable,About the same,Conservative,Too much,Somewhat favorable,Republican,Pay more,Somewhat unfavorable,Very favorable,Probably is not happening,Very favorable,Somewhat unfavorable,Not sure,Says what he thinks people want to hear,Not very serious,Like a lot,Off on the wrong track,About the same,Donald Trump
Mitt Romney,Mitt Romney,The Republican Party candidate,Strongly Disapprove,Repealed,Somewhat oppose,$HouseCand2Name ($HouseCand2Party),Somewhat favorable,Worse care,Moderate,Too much,Very unfavorable,Independent,Pay more,Don't know,Don't know,Not sure,Somewhat unfavorable,Somewhat favorable,Favor,Says what he thinks people want to hear,Somewhat serious,Dislike,Off on the wrong track,Getting worse,Donald Trump
Mitt Romney,Mitt Romney,The Republican Party candidate,Strongly Disapprove,Repealed,Somewhat support,Not sure,Very unfavorable,Not sure,Moderate,Not sure,Very unfavorable,Independent,Pay more,Don't know,Very favorable,Not sure,Very favorable,Very favorable,Oppose,Says what he thinks people want to hear,Not sure,Like a lot,Off on the wrong track,Not sure,Donald Trump
Mitt Romney,Not sure,Not sure,Strongly Disapprove,Repealed,Somewhat support,$HouseCand2Name ($HouseCand2Party),Very unfavorable,Worse care,Moderate,Too much,Very unfavorable,Independent,Pay more,Somewhat favorable,Somewhat favorable,Probably is not happening,Somewhat unfavorable,Somewhat favorable,Favor,Says what he thinks people want to hear,Not very serious,Like somewhat,Not sure,Getting worse,Donald Trump
Barack Obama,Barack Obama,The Democratic Party candidate,Somewhat Approve,Expanded,Strongly oppose,$HouseCand1Name ($HouseCand1Party),Somewhat unfavorable,Better care,Moderate,Too little,Very favorable,Independent,Pay more,Very unfavorable,Very unfavorable,Definitely is happening,Very unfavorable,Very unfavorable,Favor,Says what he believes,Not very serious,Dislike,Generally headed in the right direction,Getting better,Hillary Clinton
